trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
407,False,"{'a': 0.5929999999999996, 'e': 0.016731088683427903}",20,7,24.89630205050236,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5919999999999996, 'e': 0.016563777796593626}",25,12,23.656214170782963,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5909999999999996, 'e': 0.016398140018627688}",20,1,35.300923332114046,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5899999999999996, 'e': 0.01623415861844141}",20,8,25.347903803924172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5889999999999996, 'e': 0.016071817032256998}",25,5,33.137865044258234,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5879999999999996, 'e': 0.015911098861934425}",20,12,15.324367845246357,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5869999999999996, 'e': 0.015751987873315082}",25,7,23.066382048059825,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5859999999999996, 'e': 0.015594467994581931}",25,13,24.255103664974328,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5849999999999996, 'e': 0.015438523314636111}",25,17,15.591860072170231,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5839999999999996, 'e': 0.01528413808148975}",30,0,44.32588241129219,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
417,False,"{'a': 0.5829999999999996, 'e': 0.015131296700674854}",20,0,30.252127208526996,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.5819999999999996, 'e': 0.014979983733668104}",20,6,22.473594147607795,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5809999999999996, 'e': 0.014830183896331423}",25,11,25.601518103058943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5799999999999996, 'e': 0.014681882057368109}",25,17,13.639829935716266,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5789999999999996, 'e': 0.014535063236794427}",20,6,24.629813857569637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5779999999999996, 'e': 0.014389712604426484}",20,0,28.354737341905672,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
423,False,"{'a': 0.5769999999999996, 'e': 0.014245815478382218}",25,14,24.928854409988116,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5759999999999996, 'e': 0.014103357323598397}",20,3,30.72096809287299,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5749999999999996, 'e': 0.013962323750362412}",20,13,14.996085820386785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5739999999999996, 'e': 0.013822700512858787}",20,8,22.40824083020942,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5729999999999996, 'e': 0.013684473507730199}",20,14,12.51274072098012,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5719999999999996, 'e': 0.013547628772652897}",20,0,35.882237305314625,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5709999999999996, 'e': 0.013412152484926368}",20,12,16.5764321005235,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5699999999999996, 'e': 0.013278030960077104}",25,0,36.23664061292196,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
431,False,"{'a': 0.5689999999999996, 'e': 0.013145250650476333}",30,16,24.042202309762587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5679999999999996, 'e': 0.01301379814397157}",35,14,36.779580999890065,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5669999999999996, 'e': 0.012883660162531854}",20,14,12.869527352401251,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5659999999999996, 'e': 0.012754823560906535}",20,14,11.178500061358701,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5649999999999996, 'e': 0.01262727532529747}",20,1,26.012805315311134,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5639999999999996, 'e': 0.012501002572044496}",25,18,10.587687434784089,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5629999999999996, 'e': 0.01237599254632405}",20,8,25.403514364234095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5619999999999996, 'e': 0.012252232620860809}",25,14,16.6610674596199,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5609999999999996, 'e': 0.012129710294652202}",20,6,23.269081409738956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5599999999999996, 'e': 0.01200841319170568}",25,14,18.492937441660533,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5589999999999996, 'e': 0.011888329059788622}",20,9,23.39002614828772,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5579999999999996, 'e': 0.011769445769190737}",20,4,30.724017522733995,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5569999999999996, 'e': 0.011651751311498829}",20,16,7.081428931598108,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5559999999999996, 'e': 0.01153523379838384}",20,6,23.39430938767804,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5549999999999996, 'e': 0.011419881460400001}",20,11,14.768344787835517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5539999999999996, 'e': 0.011305682645796001}",20,9,24.621700964205772,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5529999999999996, 'e': 0.011192625819338041}",20,8,21.577365020252305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5519999999999996, 'e': 0.011080699561144661}",25,17,15.934149703575766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5509999999999996, 'e': 0.010969892565533214}",30,18,21.804671266803712,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5499999999999996, 'e': 0.010860193639877882}",20,9,21.1836098350896,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5489999999999996, 'e': 0.010751591703479103}",25,14,19.771258473197815,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5479999999999996, 'e': 0.010644075786444312}",30,19,22.185718844445386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5469999999999996, 'e': 0.01053763502857987}",20,16,8.412853241256222,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5459999999999996, 'e': 0.01043225867829407}",20,12,13.849086933975745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5449999999999996, 'e': 0.01032793609151113}",20,13,11.965834284104526,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5439999999999996, 'e': 0.010224656730596018}",30,22,14.08374512066292,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5429999999999996, 'e': 0.010122410163290057}",25,10,33.930618216787686,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5419999999999996, 'e': 0.010021186061657156}",25,12,20.866876559304824,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5409999999999996, 'e': 0.009920974201040586}",25,0,41.44122276501266,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
460,False,"{'a': 0.5399999999999996, 'e': 0.009821764459030179}",25,2,37.32122783714855,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5389999999999996, 'e': 0.009723546814439878}",25,15,18.930578615115376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5379999999999996, 'e': 0.009626311346295479}",25,0,40.132228152856484,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
463,False,"{'a': 0.5369999999999996, 'e': 0.009530048232832523}",30,12,35.12677749336378,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5359999999999996, 'e': 0.009434747750504199}",20,12,17.015361779005367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5349999999999996, 'e': 0.009340400272999157}",20,12,11.986298277652416,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5339999999999996, 'e': 0.009246996270269165}",20,12,14.582560246116698,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5329999999999996, 'e': 0.009154526307566474}",20,8,19.746808004751404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5319999999999996, 'e': 0.009062981044490808}",35,21,28.52807494997982,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5309999999999996, 'e': 0.0089723512340459}",20,2,27.11189669451586,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5299999999999996, 'e': 0.00888262772170544}",25,5,30.733121859544966,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5289999999999996, 'e': 0.008793801444488386}",35,20,28.09885121978415,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5279999999999996, 'e': 0.008705863430043502}",30,8,43.11038450954399,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5269999999999996, 'e': 0.008618804795743068}",30,13,31.906001110911426,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5259999999999996, 'e': 0.008532616747785637}",25,13,22.493725050462526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5249999999999996, 'e': 0.00844729058030778}",30,14,31.680242651130897,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5239999999999996, 'e': 0.008362817674504702}",30,13,32.38988569025217,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5229999999999996, 'e': 0.008279189497759656}",20,10,18.53756276535141,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5219999999999996, 'e': 0.008196397602782058}",25,13,25.989090086274725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5209999999999996, 'e': 0.008114433626754238}",25,11,28.080312373043032,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5199999999999996, 'e': 0.008033289290486696}",25,13,25.326391639854116,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5189999999999996, 'e': 0.00795295639758183}",20,15,8.635714682034337,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5179999999999996, 'e': 0.00787342683360601}",25,2,33.53169432814096,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5169999999999996, 'e': 0.0077946925652699495}",25,14,18.86468648580435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5159999999999996, 'e': 0.00771674563961725}",30,12,31.54550111707761,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5149999999999996, 'e': 0.007639578183221077}",20,10,20.61296925582327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.5139999999999996, 'e': 0.0075631824013888665}",20,2,32.209486380311695,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5129999999999996, 'e': 0.0074875505773749785}",25,8,28.29808603596873,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5119999999999996, 'e': 0.007412675071601228}",20,11,17.824257371718097,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5109999999999996, 'e': 0.007338548320885216}",30,16,28.753775858339797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5099999999999996, 'e': 0.0072651628376763635}",20,3,28.88327760187345,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5089999999999996, 'e': 0.0071925112092996}",20,16,9.85925466247392,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5079999999999996, 'e': 0.007120586097206604}",20,12,12.145217354381305,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5069999999999996, 'e': 0.007049380236234538}",25,15,16.858173536466616,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5059999999999996, 'e': 0.006978886433872193}",30,20,17.349376476688374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5049999999999996, 'e': 0.00690909756953347}",20,9,18.905437611202732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5039999999999996, 'e': 0.006840006593838136}",35,18,37.44154257540018,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5029999999999996, 'e': 0.006771606527899755}",20,0,27.89950612846149,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
498,False,"{'a': 0.5019999999999996, 'e': 0.0067038904626207565}",20,6,28.159625766197056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5009999999999996, 'e': 0.006636851557994549}",20,8,20.30626159352091,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.49999999999999956, 'e': 0.006570483042414603}",25,15,22.794633715154916,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.49899999999999956, 'e': 0.006504778211990457}",30,12,33.25612809588181,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.49799999999999955, 'e': 0.006439730429870553}",20,2,27.642883489095478,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.49699999999999955, 'e': 0.006375333125571847}",20,10,18.763450630741506,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.49599999999999955, 'e': 0.006311579794316129}",25,17,15.431619963180998,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.49499999999999955, 'e': 0.006248463996372968}",20,16,7.287547274739698,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.49399999999999955, 'e': 0.0061859793564092375}",20,13,11.580870401087763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.49299999999999955, 'e': 0.006124119562845145}",25,18,13.463590121534407,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.49199999999999955, 'e': 0.0060628783672166935}",25,20,9.955617451582423,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.49099999999999955, 'e': 0.006002249583544526}",30,15,27.671210295384036,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.48999999999999955, 'e': 0.005942227087709081}",20,16,10.05828839462291,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.48899999999999955, 'e': 0.00588280481683199}",25,11,28.55145445368922,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.48799999999999955, 'e': 0.005823976768663671}",20,5,23.236565288476257,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.48699999999999954, 'e': 0.0057657370009770335}",30,19,23.72587630585873,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.48599999999999954, 'e': 0.005708079630967263}",30,13,33.998395521224936,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.48499999999999954, 'e': 0.00565099883465759}",25,3,35.53162483042087,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.48399999999999954, 'e': 0.005594488846311015}",20,8,19.327578894230218,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.48299999999999954, 'e': 0.005538543957847904}",30,12,35.4820922075502,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.48199999999999954, 'e': 0.005483158518269426}",20,13,13.780596127933975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.48099999999999954, 'e': 0.005428326933086731}",30,15,27.327631176011803,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.47999999999999954, 'e': 0.005374043663755864}",20,13,14.04825350749285,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.47899999999999954, 'e': 0.005320303227118305}",30,18,24.4769650460703,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.47799999999999954, 'e': 0.005267100194847122}",20,3,30.5077141281334,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.47699999999999954, 'e': 0.005214429192898651}",25,12,23.50698580991845,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.47599999999999953, 'e': 0.005162284900969664}",25,5,33.10891183269297,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.47499999999999953, 'e': 0.005110662051959968}",25,10,26.0133769268103,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.47399999999999953, 'e': 0.005059555431440368}",30,10,39.476036714510116,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.47299999999999953, 'e': 0.005008959877125964}",20,6,22.183977028467833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.47199999999999953, 'e': 0.0049588702783547045}",25,14,16.818904920183417,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.47099999999999953, 'e': 0.004909281575571157}",25,18,11.009712288297763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.46999999999999953, 'e': 0.0048601887598154455}",25,1,36.838583711568546,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.46899999999999953, 'e': 0.004811586872217291}",20,12,15.233104037832728,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.4679999999999995, 'e': 0.004763471003495118}",25,8,31.514983581435352,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.4669999999999995, 'e': 0.004715836293460167}",20,6,26.46688955780375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.4659999999999995, 'e': 0.004668677930525565}",25,0,41.56514878679801,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
535,False,"{'a': 0.4649999999999995, 'e': 0.0046219911512203095}",25,20,10.52032677551237,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.4639999999999995, 'e': 0.004575771239708106}",30,16,26.165023839301885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.4629999999999995, 'e': 0.004530013527311025}",20,12,10.991344762378336,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.4619999999999995, 'e': 0.004484713392037915}",30,10,34.707051028803804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.4609999999999995, 'e': 0.004439866258117536}",20,16,7.183462102278183,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.4599999999999995, 'e': 0.004395467595536361}",20,9,21.73502183551216,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.4589999999999995, 'e': 0.0043515129195809965}",20,11,19.52686114465644,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.4579999999999995, 'e': 0.004307997790385187}",20,8,19.07949829322607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.4569999999999995, 'e': 0.004264917812481335}",20,10,17.82207456969843,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.4559999999999995, 'e': 0.004222268634356522}",20,8,19.875841334998604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.4549999999999995, 'e': 0.004180045948012957}",30,19,23.288988895421063,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.4539999999999995, 'e': 0.004138245488532827}",20,5,24.656078219649423,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.4529999999999995, 'e': 0.004096863033647498}",25,10,26.448987650957243,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.4519999999999995, 'e': 0.0040558944033110235}",30,10,32.195688369306104,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.4509999999999995, 'e': 0.004015335459277913}",30,20,19.170070835203525,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.4499999999999995, 'e': 0.003975182104685134}",25,3,35.13863281794054,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.4489999999999995, 'e': 0.003935430283638282}",20,0,28.669035300879283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
552,False,"{'a': 0.4479999999999995, 'e': 0.0038960759808018995}",20,10,22.068216500926532,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.4469999999999995, 'e': 0.0038571152209938807}",20,7,23.971846448275226,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.4459999999999995, 'e': 0.0038185440687839418}",20,16,7.492449061714811,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.4449999999999995, 'e': 0.003780358628096102}",20,3,27.15474476388487,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.4439999999999995, 'e': 0.0037425550418151415}",20,16,8.8697830412335,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.4429999999999995, 'e': 0.0037051294913969897}",30,22,16.71671016987884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.4419999999999995, 'e': 0.00366807819648302}",25,17,11.13791455994338,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.4409999999999995, 'e': 0.0036313974145181895}",20,9,17.91917175862801,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.4399999999999995, 'e': 0.003595083440373008}",25,17,18.01268147007324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.4389999999999995, 'e': 0.003559132605969278}",20,0,35.51273274066421,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
562,False,"{'a': 0.4379999999999995, 'e': 0.003523541279909585}",25,12,22.536042135367232,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.4369999999999995, 'e': 0.003488305867110489}",30,19,22.935589213442455,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.4359999999999995, 'e': 0.003453422808439384}",20,13,12.639154264704622,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.4349999999999995, 'e': 0.0034188885803549903}",30,17,24.81409413079742,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.4339999999999995, 'e': 0.0033846996945514404}",25,17,15.059593893246324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.4329999999999995, 'e': 0.003350852697605926}",25,17,16.205633277572712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.4319999999999995, 'e': 0.0033173441706298664}",25,16,15.406578934511078,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.4309999999999995, 'e': 0.0032841707289235677}",20,6,23.362491832097525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.4299999999999995, 'e': 0.003251329021634332}",25,8,35.76302442036174,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.4289999999999995, 'e': 0.0032188157314179885}",25,18,12.76548741010678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.4279999999999995, 'e': 0.003186627574103809}",20,8,21.855630056529183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.4269999999999995, 'e': 0.0031547612983627705}",25,19,10.47009639454902,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.4259999999999995, 'e': 0.003123213685379143}",35,21,27.018713848186017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.4249999999999995, 'e': 0.0030919815485253516}",25,10,20.474681767804945,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.4239999999999995, 'e': 0.003061061733040098}",20,11,18.98960009905796,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.4229999999999995, 'e': 0.003030451115709697}",30,18,24.32178505747939,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.4219999999999995, 'e': 0.0030001466045526}",20,14,10.576620527811606,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.4209999999999995, 'e': 0.002970145138507074}",30,18,25.73039481262095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.4199999999999995, 'e': 0.002940443687122003}",30,16,23.47914598129196,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
